MOVIES,YEAR,GENRE,IMDB-RATING,DURATIONS,IMAGE,SCREENSHOT,TRAILER,SYNOPSIS,720p torrent,1080p torrent
Children of the Corn: Runaway,2018,Horror,3.8,  1 hr 22 min  ,https://img.yts.mx/assets/images/movies/children_of_the_corn_runaway_2018/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/children_of_the_corn_runaway_2018/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/children_of_the_corn_runaway_2018/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/children_of_the_corn_runaway_2018/large-screenshot3.jpg']",https://www.youtube.com/embed/K5vhVN9Fhj8?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," The plot of Children of the Corn: Runaway follows a young pregnant Ruth who escapes a murderous child cult in a small Midwestern town. She spends the next decade living anonymously in an attempt to spare her son the horrors that she experienced as a child. She lands in the small Oklahoma town, but something is following her. Now, she must confront this evil or lose her child. ",https://yts.mx/torrent/download/79F37997CB5AC043E0C5DE3C4C62DF6D1ABDB1CF,https://yts.mx/torrent/download/DF0227F908A25DA7464F9DCF5A16BDC565FEC322
Crash Dive,1996,Action / Drama / Thriller,4.4,  1 hr 30 min  ,https://img.yts.mx/assets/images/movies/crash_dive_1996/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/crash_dive_1996/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/crash_dive_1996/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/crash_dive_1996/large-screenshot3.jpg']",https://www.youtube.com/embed/Vgg04Qdwt0g?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," The crew of the nuclear submarine USS Ulysses rescues supposed victims of a boat disaster, but the victims turn out to be terrorists intent on capturing nuclear weapons aboard the sub. Only a former SEAL, now a submarine consultant, can save the crew by sliding aboard while the sub is underwater. The term ""crash dive"" refers to the sudden dropping of a sub to escape detection, an act that a nuclear sub is never supposed to make. Of course, it comes into play in this film. —John Sacksteder ",https://yts.mx/torrent/download/77C3B1FF13EC662A32D133ECE31682B63169448C,https://yts.mx/torrent/download/B6CE5DCD670E2189DEAC288F47542FD6F542AE0C
The Scheme,2020,Crime / Documentary,7.1,  1 hr 59 min  ,https://img.yts.mx/assets/images/movies/the_scheme_2020/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/the_scheme_2020/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/the_scheme_2020/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/the_scheme_2020/large-screenshot3.jpg']",https://www.youtube.com/embed/ylAG1MBDzb0?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," The true story of basketball insider Christian Dawkins, who hustled the FBI in a scandal that threatened to take down the NCAA. ",https://yts.mx/torrent/download/4EB321FB4BBEA006ED20233A0CAA8FCAFFE678D0,https://yts.mx/torrent/download/BB1C4AEB5636DF522E83AF515B1F6275CEE32F9F
Bastard,2015,Horror,4.6,  1 hr 21 min  ,https://img.yts.mx/assets/images/movies/bastard_2015/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/bastard_2015/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/bastard_2015/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/bastard_2015/large-screenshot3.jpg']",https://www.youtube.com/embed/8y4aT2Am6Us?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Five strangers - newlywed serial killers, a suicidal, depressed policemen, and two young runaways with a secret - become suspects and potential victims when a masked murderer makes its presence known in an isolated mountain town. ",https://yts.mx/torrent/download/7DA5CBA94BD83DDBE861CC50BC23BE110B9E1129,https://yts.mx/torrent/download/BB1C4AEB5636DF522E83AF515B1F6275CEE32F9F
Kill Chain: The Cyber War on America's Elections,2020,Documentary,7.5,  1 hr 31 min  ,https://img.yts.mx/assets/images/movies/kill_chain_the_cyber_war_on_americas_elections_2020/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/kill_chain_the_cyber_war_on_americas_elections_2020/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/kill_chain_the_cyber_war_on_americas_elections_2020/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/kill_chain_the_cyber_war_on_americas_elections_2020/large-screenshot3.jpg']",https://www.youtube.com/embed/AwSVN_dgio8?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Finnish hacker and election expert Harri Hursti investigates election-related hacks, uncovering just how unprotected voting systems really are. ",https://yts.mx/torrent/download/74D6BA6D61CF5E12B3CF2033B1629CE77736ACED,https://yts.mx/torrent/download/415C7CA513D90C36A7C30BE002CCF6EF63C9529C
Troll: The Tale of a Tail,2018,Adventure / Animation / Family,5,  1 hr 27 min  ,https://img.yts.mx/assets/images/movies/troll_the_tale_of_a_tail_2018/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/troll_the_tale_of_a_tail_2018/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/troll_the_tale_of_a_tail_2018/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/troll_the_tale_of_a_tail_2018/large-screenshot3.jpg']",https://www.youtube.com/embed/FNptzZGvDLk?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," The troll prince Trym has only three days to save his father, King Grom, who has turned to stone and had his tail stolen by the evil presence in the forest. Trym and his companions must go on a wild and dangerous journey across the troll kingdom of Ervod to save his father's life and return the kingdom to its rightful ruler. —Global Genesis Group ",https://yts.mx/torrent/download/12AC9D805563F404A8345A24B34E92A1433B8148,https://yts.mx/torrent/download/DDB1D29B61E771E66813FA33DE7049502F88FB2B
Evolution,2001,Action / Comedy / Sci-Fi,6.1,  1 hr 41 min  ,https://img.yts.mx/assets/images/movies/Evolution_2001/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/Evolution_2001/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/Evolution_2001/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/Evolution_2001/large-screenshot3.jpg']",https://www.youtube.com/embed/qAiUZUHcEbQ?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," When a meteorite falls to Earth two college professors, Dr. Ira Kane and Prof. Harry Phineas Block, are assigned the job of checking the site out. At the site, they discover organisms not of this planet. Soon the site is taken over by the government, forcing Ira and Harry to the side. As the new life-forms begin to evolve and start to get more and more dangerous, it's up to the two professors to save the planet. —FilmFanUK ",https://yts.mx/torrent/download/DF9AC5B2904A69F6406B7B77C8D104AFD03CF2AE,https://yts.mx/torrent/download/26C84394C587E4DB898005BD05C80515160942B3
Dramarama,2020,Comedy / Drama,6.4,  1 hr 30 min  ,https://img.yts.mx/assets/images/movies/dramarama_2020/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/dramarama_2020/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/dramarama_2020/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/dramarama_2020/large-screenshot3.jpg']",https://www.youtube.com/embed/RzlCstNsYxA?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Escondido, California, 1994. It's the end of summer and Gene is preparing for his high school drama friends' final murder mystery slumber party. Before the group heads off to college, however, Gene wants to come out of the closet - but is terrified of what his sheltered Christian friends might think. What was planned as a celebration of friendship becomes a reckoning, and this formerly tight-knit group will have to decide whether to cling to the past or move forward in uncertainty. Jonathan Wysocki's nostalgic, funny debut feature is a poignant love letter to drama nerds, late bloomers, and the intense friendships that mark our youth. ",https://yts.mx/torrent/download/94137DDFE529F81B58C58A0077D0533FA7A5C46C,https://yts.mx/torrent/download/6D17B84787534A3C68D6DD23848B9D1F04FDBE0C
Ready o/r Knot,2021 [CN],Romance,6.2,  1 hr 44 min  ,https://img.yts.mx/assets/images/movies/ready_or_knot_2021/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/ready_or_knot_2021/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/ready_or_knot_2021/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/ready_or_knot_2021/large-screenshot3.jpg']",https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3, ,https://yts.mx/torrent/download/785261FB947CF6B97B5F6B170C23BC0DA9ACABC4,https://yts.mx/torrent/download/60A3D491C82691B1715E0D8423246C76EF73ACF6
Sam yan jo sai gai,1992 [CN],Comedy,6.2,  1 hr 43 min  ,https://img.yts.mx/assets/images/movies/sam_yan_jo_sai_gai_1992/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/sam_yan_jo_sai_gai_1992/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/sam_yan_jo_sai_gai_1992/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/sam_yan_jo_sai_gai_1992/large-screenshot3.jpg']",https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3, ,https://yts.mx/torrent/download/0C24001BD7F7F977FCA2754A1807902D359ADC2E,https://yts.mx/torrent/download/4B0BBC5357026E0FBB7877CCD70F39B78EA84335
The People Next Door,1970,Drama,6.4,  1 hr 34 min  ,https://img.yts.mx/assets/images/movies/the_people_next_door_1970/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/the_people_next_door_1970/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/the_people_next_door_1970/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/the_people_next_door_1970/large-screenshot3.jpg']",https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Comfortable New York suburbanites Arthur and Gerrie Mason discover one night that their seemingly perfect 16-year old daughter, Maxie has been tripping on LSD. Arthur, a smug, bullying braggart, immediately suspects his 17-year old (long-haired) son, Artie of supplying the drug to his sister, and immediately kicks him out of the house. Whereupon (suitably) confused Harris runs next door to seek advice from high school principal David Hoffman whose wife, Tina is an alcoholic, and whose son Sandy has his own problems. Very sensibly, he advises love and understanding on the part of the parents, which all but goes out the window when Maxie confesses she has been tripping for quite a while now, is also sexually active and on the pill. Meanwhile, she just keeps getting worse--she's found by her father high on cocaine and in bed with a biker. From there, it's straight to family therapy where, among other things, it's revealed that Dad is having an affair with his lusty secretary and Mom knew it all the time. After another lamentably useless therapy session, the Masons decide to throw a party which comes to an abrupt halt when one of the hired musicians is discovered puffing pot. Maxie then gets hold of more LSD, does a nude dance on her lawn and trips herself into a mental hospital. The sight of her near-catatonic daughter in this horrible place drives Mom right to bed, where she remains until the film's climax. —phillindholm ",https://yts.mx/torrent/download/74805F4FEF1D41F5499909439FD5686C3BE8DD24,https://yts.mx/torrent/download/685A7AFAD1C747F3975FAD238F7D47523BDCD145
Critical Thinking,2020,Action / Drama,6.4,  1 hr 50 min  ,https://img.yts.mx/assets/images/movies/critical_thinking_2020/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/critical_thinking_2020/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/critical_thinking_2020/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/critical_thinking_2020/large-screenshot3.jpg']",https://www.youtube.com/embed/hox3ulTPFbc?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Miami - 1998. Poverty, broken families, and a prejudiced system push underprivileged youth to the fringes of society. But for a magnetic group of teens, there's a reprieve. A game where it's not about where you come from, but how you play. That equalizer is chess. Mr. ""T"" Martinez, a chess militant and passionate coach, leads them to a completely foreign field of battle. ",https://yts.mx/torrent/download/ED2FAD04AC7B7D7BDF11E2992A2FC08F56FEC6E3,https://yts.mx/torrent/download/00649577D6902398D784A99F1220CA68DB781073
Kapo,1960 [ITALIAN],Action / Drama / War,7.6,  1 hr 57 min  ,https://img.yts.mx/assets/images/movies/kapo_1960/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/kapo_1960/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/kapo_1960/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/kapo_1960/large-screenshot3.jpg']",https://www.youtube.com/embed/sOPQx3NmApw?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Kapo is a black-and-white film that tells the story of a Jewish teenager sent to a concentration camp with her parents. She manages to survive with help from a Jewish doctor who gives her the identity of another woman who had died recently. Thus, Edith becomes Nicole and she is no longer a Jew, at least not in the papers. At first she is very sad about her parents' deaths, but as time passes she realizes she must get out of that mood if she wants to survive. So at 14 she submits to a German officer's advances and is rewarded with privileges; in time she becomes a Kapo, one of the women prisoners who were in charge of disciplining the other women. Though she knows it's the only way to survive, she hides deep remorse behind an expressionless face. —Marina Ionescu ",https://yts.mx/torrent/download/E544EC25532CA4DF2914AF152F636E912A25B4A6,https://yts.mx/torrent/download/5F02B8FF839474B019410F53A9E827C1D037AC30
"You Die: Get the App, Then Die",2018 [ITALIAN],Action / Drama / Horror / Thriller,4.8,  1 hr 34 min  ,https://img.yts.mx/assets/images/movies/you_die_get_the_app_then_die_2018/medium-cover.jpg,"['https://img.yts.mx/assets/images/movies/you_die_get_the_app_then_die_2018/large-screenshot1.jpg', 'https://img.yts.mx/assets/images/movies/you_die_get_the_app_then_die_2018/large-screenshot2.jpg', 'https://img.yts.mx/assets/images/movies/you_die_get_the_app_then_die_2018/large-screenshot3.jpg']",https://www.youtube.com/embed/IrP7kAtRJn0?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3," Someone downloads an app on your phone behind your back. It looks like an augmented reality game, but soon you realize it's an app that connects to the world of the dead, which allows you to see the dead through the camera of the phone. On the screen you see a countdown timer starting from 24 hours and before it reaches zero, you have to download the app to someone else's phone to earn 24 more hours. And you must do it every single day. What would you do? Would you continue passing this curse and condemning other people? ",https://yts.mx/torrent/download/053135D3AB4EDC74DB3C051322277C2F94D468EA,https://yts.mx/torrent/download/253EF3D41ECD02735F5C2BC6D5390F2835B5BEF5
